id,match_id,team,team_side,event,player_id,player_name,position,match_time_minute,half_period,video_timestamp,duration,in_possession,origin_x,origin_y,is_opponent_half,origin_third,outcome,type,pass_type,receiver_name,pass_end_x,pass_end_y,pass_end_third,pass_direction,is_key_pass,shot_type,is_outside_the_box,blocker_name,keeper_name,duel_type,defender_name,player_out,player_out_position,player_in,player_in_position,created_at
evt_0001,match_17_sbu_vs_sin,San Beda University,right,Kickoff,,,,0,1,255.603089,,false,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05T09:05:46+01:00
evt_0002,match_17_sbu_vs_sin,San Beda University,right,Pass,20,"Fernandez, Laurence",RW,5,1,261.263571,5.0,true,64.14,41.96,false,defensive third,Unsuccessful,Long,Long,,21.14,82.09,attacking third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:06:39+01:00
evt_0003,match_17_sbu_vs_sin,,,Out of Play,,,,8,1,263.747217,3.0,false,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05T09:06:52+01:00
evt_0004,match_17_sbu_vs_sin,San Beda University,right,Throw In,41,"Digal, Diegocarl",CB,20,1,276.163932,12.0,false,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05T09:07:27+01:00
evt_0005,match_17_sbu_vs_sin,San Beda University,right,Pass,22,"Encaya, Pius",ST,22,1,277.628298,2.0,true,21.64,85.84,true,attacking third,Successful,Short,Short,"Digal, Diegocarl",23.14,92.59,attacking third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:08:28+01:00
evt_0006,match_17_sbu_vs_sin,,,Out of Play,,,,25,1,280.639712,3.0,false,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05T09:08:38+01:00
evt_0007,match_17_sbu_vs_sin,San Beda University,right,Throw In,41,"Digal, Diegocarl",CB,34,1,290.575703,9.0,false,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05T09:09:05+01:00
evt_0008,match_17_sbu_vs_sin,San Beda University,right,Pass,22,"Encaya, Pius",ST,38,1,293.621144,4.0,true,20.89,73.46,true,attacking third,Successful,Short,Short,"Pineda, Jaryl",29.64,73.46,middle third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:10:08+01:00
evt_0009,match_17_sbu_vs_sin,San Beda University,right,Pass,18,"Pineda, Jaryl",CAM,41,1,296.724159,3.0,true,29.14,68.58,true,middle third,Successful,Short,Short,"Encaya, Pius",29.64,78.33,middle third,Lateral Pass,False,,true,,,,,,,,,2025-11-05T09:12:10+01:00
evt_0010,match_17_sbu_vs_sin,San Beda University,right,Pass,22,"Encaya, Pius",ST,42,1,298.322118,1.0,true,31.64,79.08,true,middle third,Successful,Short,Short,"Digal, Diegocarl",43.39,91.09,middle third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:12:50+01:00
evt_0011,match_17_sbu_vs_sin,San Beda University,right,Pass,41,"Digal, Diegocarl",CB,46,1,301.693313,4.0,true,37.39,90.71,true,middle third,Unsuccessful,Short,Short,,25.39,77.96,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:14:08+01:00
evt_0012,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,53,Unnamed,,46,1,302.122347,0.0,true,23.89,73.08,false,defensive third,Unsuccessful,Long,Long,,69.89,67.83,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:15:36+01:00
evt_0013,match_17_sbu_vs_sin,San Beda University,right,Possession Loss,15,"Aningalan, Jul",CB,57,1,313.197518,11.0,false,76.89,86.96,false,defensive third,,,,,,,,,,,true,,,,,,,,,2025-11-05T09:17:24+01:00
evt_0014,match_17_sbu_vs_sin,Siniloan Blues,left,Throw In,54,Unnamed,,73,1,328.902105,16.0,false,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05T09:17:52+01:00
evt_0015,match_17_sbu_vs_sin,San Beda University,right,Clearance,41,"Digal, Diegocarl",CB,74,1,329.695345,1.0,false,73.89,86.59,false,defensive third,,,,,,,,,,,true,,,,,,,,,2025-11-05T09:19:02+01:00
evt_0016,match_17_sbu_vs_sin,San Beda University,right,Pass,19,"Tabelin, Kirvy",CAM,83,1,338.882639,9.0,true,73.39,52.46,false,defensive third,Successful,Short,Short,"Aningalan, Jul",79.14,44.21,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:19:42+01:00
evt_0017,match_17_sbu_vs_sin,San Beda University,right,Pass,15,"Aningalan, Jul",CB,86,1,342.364847,3.0,true,77.14,49.08,false,defensive third,Successful,Short,Short,"Pineda, Jaryl",68.39,60.71,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:20:07+01:00
evt_0018,match_17_sbu_vs_sin,San Beda University,right,Pass,18,"Pineda, Jaryl",CAM,89,1,344.78508,3.0,true,71.39,56.58,false,defensive third,Successful,Short,Short,"Digal, Diegocarl",77.39,83.96,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:20:47+01:00
evt_0019,match_17_sbu_vs_sin,San Beda University,right,Pass,41,"Digal, Diegocarl",CB,93,1,348.81518,4.0,true,73.64,90.71,false,defensive third,Successful,Short,Short,"Fernandez, Laurence",84.89,80.21,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:21:18+01:00
evt_0020,match_17_sbu_vs_sin,San Beda University,right,Pass,20,"Fernandez, Laurence",RW,96,1,351.906629,3.0,true,85.89,74.21,false,defensive third,Successful,Short,Short,"Dilodilo, Austin",88.39,55.83,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:21:43+01:00
evt_0021,match_17_sbu_vs_sin,San Beda University,right,Pass,40,"Dilodilo, Austin",GK,99,1,354.913922,3.0,true,90.89,48.71,false,defensive third,Successful,Short,Short,"Aningalan, Jul",77.39,23.2,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:22:01+01:00
evt_0022,match_17_sbu_vs_sin,San Beda University,right,Pass,15,"Aningalan, Jul",CB,107,1,363.038156,8.0,true,69.64,19.08,false,defensive third,Intercepted,Short,Short,Unnamed,31.89,19.83,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:22:55+01:00
evt_0023,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,57,Unnamed,,108,1,364.157341,1.0,true,28.14,23.58,false,defensive third,Successful,Short,Short,Unnamed,39.39,13.08,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:24:13+01:00
evt_0024,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,52,Unnamed,,115,1,370.958873,7.0,true,43.14,11.2,false,middle third,Successful,Through Ball,Through Ball,Unnamed,72.89,14.95,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:24:47+01:00
evt_0025,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,50,Unnamed,,118,1,373.830711,3.0,true,76.64,13.45,true,attacking third,Successful,Short,Short,Unnamed,60.39,11.95,middle third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:25:12+01:00
evt_0026,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,52,Unnamed,,121,1,377.465925,3.0,true,66.89,11.95,true,middle third,Unsuccessful,Short,Short,,78.39,24.7,attacking third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:26:12+01:00
evt_0027,match_17_sbu_vs_sin,San Beda University,right,Pass,18,"Pineda, Jaryl",CAM,124,1,380.37595,3.0,true,77.89,42.71,false,defensive third,Successful,Short,Short,"Libarnes, Jaro",68.39,73.83,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:26:50+01:00
evt_0028,match_17_sbu_vs_sin,San Beda University,right,Pass,14,"Libarnes, Jaro",CB,131,1,386.866309,7.0,true,60.89,88.09,false,defensive third,Successful,Short,Short,"Digal, Diegocarl",75.64,84.34,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:27:17+01:00
evt_0029,match_17_sbu_vs_sin,San Beda University,right,Pass,41,"Digal, Diegocarl",CB,132,1,388.518071,1.0,true,78.64,74.96,false,defensive third,Successful,Short,Short,"Libarnes, Jaro",68.14,81.34,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:28:01+01:00
evt_0030,match_17_sbu_vs_sin,San Beda University,right,Pass,14,"Libarnes, Jaro",CB,136,1,392.37471,4.0,true,66.39,83.96,false,defensive third,Successful,Short,Short,"Dilodilo, Austin",76.64,42.33,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:28:42+01:00
evt_0031,match_17_sbu_vs_sin,San Beda University,right,Pass,40,"Dilodilo, Austin",GK,139,1,395.582445,3.0,true,74.89,41.58,false,defensive third,Successful,Short,Short,"Aningalan, Jul",68.39,16.45,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:30:06+01:00
evt_0032,match_17_sbu_vs_sin,San Beda University,right,Pass,15,"Aningalan, Jul",CB,145,1,401.162311,6.0,true,61.89,9.33,false,defensive third,Successful,Short,Short,"Encaya, Pius",51.39,20.95,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:31:48+01:00
evt_0033,match_17_sbu_vs_sin,San Beda University,right,Pass,22,"Encaya, Pius",ST,146,1,402.293487,1.0,true,50.89,20.95,false,middle third,Successful,Short,Short,"Omitade, Edvard",39.14,7.83,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:32:11+01:00
evt_0034,match_17_sbu_vs_sin,San Beda University,right,Pass,43,"Omitade, Edvard",LW,155,1,411.359915,9.0,true,35.14,11.2,true,middle third,Unsuccessful,Short,Short,,34.39,24.33,middle third,Lateral Pass,False,,true,,,,,,,,,2025-11-05T09:33:06+01:00
evt_0035,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,57,Unnamed,,162,1,418.150052,7.0,true,27.14,19.08,false,defensive third,Successful,Through Ball,Through Ball,Unnamed,66.64,6.7,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:33:59+01:00
evt_0036,match_17_sbu_vs_sin,Siniloan Blues,left,Foul,50,Unnamed,,170,1,426.59889,8.0,false,89.64,16.08,true,attacking third,,,,,,,,,,,true,,,,,,,,,2025-11-05T09:34:25+01:00
evt_0037,match_17_sbu_vs_sin,San Beda University,right,Pass,15,"Aningalan, Jul",CB,181,1,437.198879,11.0,true,87.64,16.08,false,defensive third,Successful,Short,Short,"Dilodilo, Austin",89.64,37.83,defensive third,Lateral Pass,False,,true,,,,,,,,,2025-11-05T09:35:17+01:00
evt_0038,match_17_sbu_vs_sin,San Beda University,right,Pass,40,"Dilodilo, Austin",GK,185,1,441.097516,4.0,true,89.14,47.58,false,defensive third,Successful,Short,Short,"Digal, Diegocarl",80.89,82.09,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:35:39+01:00
evt_0039,match_17_sbu_vs_sin,San Beda University,right,Pass,41,"Digal, Diegocarl",CB,190,1,446.285849,5.0,true,69.14,73.08,false,defensive third,Successful,Short,Short,"Libarnes, Jaro",59.64,90.71,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:36:14+01:00
evt_0040,match_17_sbu_vs_sin,San Beda University,right,Pass,14,"Libarnes, Jaro",CB,196,1,451.608473,6.0,true,47.89,89.31,true,middle third,Successful,Through Ball,Through Ball,"Tabelin, Kirvy",18.89,88.56,attacking third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:37:13+01:00
evt_0041,match_17_sbu_vs_sin,San Beda University,right,Dribble,19,"Tabelin, Kirvy",CAM,199,1,454.705255,3.0,true,7.14,76.56,true,attacking third,Successful,,,,,,,,,,false,,,,,,,,,2025-11-05T09:38:03+01:00
evt_0042,match_17_sbu_vs_sin,San Beda University,right,Pass,19,"Tabelin, Kirvy",CAM,201,1,456.809856,2.0,true,3.64,73.18,true,attacking third,Unsuccessful,Cross,Cross,,8.64,60.81,attacking third,Back Pass,False,,false,,,,,,,,,2025-11-05T09:38:40+01:00
evt_0043,match_17_sbu_vs_sin,Siniloan Blues,left,Clearance,58,Unnamed,,204,1,460.504073,3.0,false,10.89,52.18,false,defensive third,,,,,,,,,,,true,,,,,,,,,2025-11-05T09:39:06+01:00
evt_0044,match_17_sbu_vs_sin,San Beda University,right,Duel,20,"Fernandez, Laurence",RW,204,1,459.817089,0.0,false,40.14,45.06,true,middle third,Successful,Aerial,,,,,,,,,true,,,,Unnamed,,,,,2025-11-05T09:40:03+01:00
evt_0045,match_17_sbu_vs_sin,Siniloan Blues,left,Dribble,55,Unnamed,,211,1,467.527392,7.0,true,46.64,70.18,false,middle third,Successful,,,,,,,,,,true,,,,,,,,,2025-11-05T09:40:53+01:00
evt_0046,match_17_sbu_vs_sin,San Beda University,right,Foul,18,"Pineda, Jaryl",CAM,212,1,468.456195,1.0,false,62.39,80.69,false,defensive third,,,,,,,,,,,true,,,,,,,,,2025-11-05T09:41:34+01:00
evt_0047,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,54,Unnamed,,225,1,481.369213,13.0,true,57.64,79.56,true,middle third,Successful,Short,Short,Unnamed,40.14,68.31,middle third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:42:22+01:00
evt_0048,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,55,Unnamed,,229,1,485.288694,4.0,true,41.89,71.31,false,middle third,Unsuccessful,Through Ball,Through Ball,,84.14,79.93,attacking third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:43:31+01:00
evt_0049,match_17_sbu_vs_sin,Siniloan Blues,left,Foul,54,Unnamed,,235,1,491.179165,6.0,false,81.64,88.56,true,attacking third,,,,,,,,,,,true,,,,,,,,,2025-11-05T09:43:51+01:00
evt_0050,match_17_sbu_vs_sin,San Beda University,right,Pass,41,"Digal, Diegocarl",CB,234,1,490.44971,-1.0,true,82.89,91.94,false,defensive third,Unsuccessful,Short,Short,,68.89,93.06,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:45:19+01:00
evt_0051,match_17_sbu_vs_sin,San Beda University,right,Throw In,41,"Digal, Diegocarl",CB,247,1,503.133203,13.0,false,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05T09:45:39+01:00
evt_0052,match_17_sbu_vs_sin,San Beda University,right,Throw In,41,"Digal, Diegocarl",CB,289,1,545.529805,42.0,false,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05T09:46:38+01:00
evt_0053,match_17_sbu_vs_sin,San Beda University,right,Dribble,18,"Pineda, Jaryl",CAM,292,1,548.286182,3.0,true,68.89,79.56,false,defensive third,Successful,,,,,,,,,,true,,,,,,,,,2025-11-05T09:47:06+01:00
evt_0054,match_17_sbu_vs_sin,San Beda University,right,Pass,18,"Pineda, Jaryl",CAM,296,1,551.80881,4.0,true,72.64,80.69,false,defensive third,Successful,Short,Short,"Fernandez, Laurence",87.64,81.44,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:47:31+01:00
evt_0055,match_17_sbu_vs_sin,San Beda University,right,Pass,20,"Fernandez, Laurence",RW,299,1,555.380546,3.0,true,89.39,81.06,false,defensive third,Unsuccessful,Long,Long,,56.14,50.68,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:48:02+01:00
evt_0056,match_17_sbu_vs_sin,Siniloan Blues,left,Clearance,58,Unnamed,,304,1,559.917484,5.0,false,47.89,43.56,false,middle third,,,,,,,,,,,true,,,,,,,,,2025-11-05T09:48:33+01:00
evt_0057,match_17_sbu_vs_sin,San Beda University,right,Duel,41,"Digal, Diegocarl",CB,305,1,561.057054,1.0,false,78.64,59.68,false,defensive third,Successful,Aerial,,,,,,,,,true,,,,Unnamed,,,,,2025-11-05T09:49:05+01:00
evt_0058,match_17_sbu_vs_sin,San Beda University,right,Clearance,15,"Aningalan, Jul",CB,309,1,564.695841,4.0,false,76.89,35.3,false,defensive third,,,,,,,,,,,true,,,,,,,,,2025-11-05T09:49:22+01:00
evt_0059,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,49,Unnamed,,313,1,568.846563,4.0,true,48.89,19.18,false,middle third,Intercepted,Short,Short,"Aningalan, Jul",63.64,24.8,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:50:29+01:00
evt_0060,match_17_sbu_vs_sin,San Beda University,right,Interception,15,"Aningalan, Jul",CB,313,1,568.846563,0.0,false,60.14,17.68,false,defensive third,,,,,,,,,,,true,,,,,,,,,2025-11-05T09:50:41+01:00
evt_0061,match_17_sbu_vs_sin,San Beda University,right,Pass,15,"Aningalan, Jul",CB,318,1,573.977919,5.0,true,64.39,17.3,false,defensive third,Intercepted,Through Ball,Through Ball,Unnamed,30.39,13.18,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:51:20+01:00
evt_0062,match_17_sbu_vs_sin,Siniloan Blues,left,Clearance,58,Unnamed,,320,1,576.497648,2.0,false,28.89,16.93,false,defensive third,,,,,,,,,,,true,,,,,,,,,2025-11-05T09:51:34+01:00
evt_0063,match_17_sbu_vs_sin,San Beda University,right,Throw In,43,"Omitade, Edvard",LW,347,1,603.565129,27.0,false,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05T09:51:58+01:00
evt_0064,match_17_sbu_vs_sin,San Beda University,right,Offside,22,"Encaya, Pius",ST,353,1,608.856116,6.0,false,6.64,24.05,true,attacking third,,,,,,,,,,,false,,,,,,,,,2025-11-05T09:52:20+01:00
evt_0065,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,58,Unnamed,,371,1,626.881084,18.0,true,9.39,28.93,false,defensive third,Successful,Short,Short,Unnamed,11.39,69.81,defensive third,Lateral Pass,False,,true,,,,,,,,,2025-11-05T09:52:53+01:00
evt_0066,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,53,Unnamed,,373,1,629.02257,2.0,true,15.64,65.31,false,defensive third,Successful,Short,Short,Unnamed,26.89,63.06,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:53:12+01:00
evt_0067,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,55,Unnamed,,377,1,633.313422,4.0,true,26.89,68.68,false,defensive third,Successful,Short,Short,Unnamed,27.39,87.06,defensive third,Lateral Pass,False,,true,,,,,,,,,2025-11-05T09:53:38+01:00
evt_0068,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,51,Unnamed,,379,1,635.189423,2.0,true,28.64,91.56,false,defensive third,Successful,Short,Short,Unnamed,22.64,73.93,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:53:56+01:00
evt_0069,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,53,Unnamed,,385,1,641.550117,6.0,true,29.64,64.18,false,defensive third,Unsuccessful,Long,Long,,37.14,4.18,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:54:22+01:00
evt_0070,match_17_sbu_vs_sin,San Beda University,right,Throw In,15,"Aningalan, Jul",CB,413,1,668.953388,28.0,false,,,,,,,,,,,,,,,,,,,,,,,,2025-11-05T09:54:44+01:00
evt_0071,match_17_sbu_vs_sin,San Beda University,right,Pass,42,"Barro, Harvy",CDM,415,1,671.0079,2.0,true,38.39,22.55,true,middle third,Successful,Short,Short,"Pineda, Jaryl",38.64,44.68,middle third,Lateral Pass,False,,true,,,,,,,,,2025-11-05T09:55:03+01:00
evt_0072,match_17_sbu_vs_sin,San Beda University,right,Pass,18,"Pineda, Jaryl",CAM,420,1,676.061903,5.0,true,37.64,52.56,true,middle third,Intercepted,Through Ball,Through Ball,Unnamed,27.89,70.18,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:55:44+01:00
evt_0073,match_17_sbu_vs_sin,San Beda University,right,Pass,18,"Pineda, Jaryl",CAM,424,1,679.966089,4.0,true,34.64,65.31,true,middle third,Successful,Short,Short,"Digal, Diegocarl",52.64,83.69,middle third,Back Pass,False,,true,,,,,,,,,2025-11-05T09:56:07+01:00
evt_0074,match_17_sbu_vs_sin,San Beda University,right,Pass,41,"Digal, Diegocarl",CB,428,1,684.462368,4.0,true,61.64,88.94,false,defensive third,Successful,Short,Short,"Libarnes, Jaro",35.89,92.69,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:56:27+01:00
evt_0075,match_17_sbu_vs_sin,San Beda University,right,Dribble,14,"Libarnes, Jaro",CB,431,1,687.261417,3.0,true,34.39,84.81,true,middle third,Successful,,,,,,,,,,true,,,,,,,,,2025-11-05T09:57:04+01:00
evt_0076,match_17_sbu_vs_sin,San Beda University,right,Pass,14,"Libarnes, Jaro",CB,435,1,690.790335,4.0,true,55.14,88.19,false,middle third,Successful,Short,Short,"Barro, Harvy",53.89,45.81,middle third,Lateral Pass,False,,true,,,,,,,,,2025-11-05T09:57:24+01:00
evt_0077,match_17_sbu_vs_sin,San Beda University,right,Pass,42,"Barro, Harvy",CDM,438,1,694.029938,3.0,true,47.89,43.18,true,middle third,Successful,Short,Short,"Omitade, Edvard",33.64,4.55,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T09:58:06+01:00
evt_0078,match_17_sbu_vs_sin,San Beda University,right,Dribble,43,"Omitade, Edvard",LW,441,1,697.298403,3.0,true,28.39,6.05,true,middle third,Successful,,,,,,,,,,true,,,,,,,,,2025-11-05T09:58:24+01:00
evt_0079,match_17_sbu_vs_sin,San Beda University,right,Pass,43,"Omitade, Edvard",LW,445,1,701.33498,4.0,true,4.14,24.8,true,attacking third,Intercepted,Cross,Cross,Unnamed,5.64,40.18,attacking third,Lateral Pass,False,,false,,,,,,,,,2025-11-05T09:59:00+01:00
evt_0080,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,48,Unnamed,,454,1,709.714914,9.0,true,10.64,50.68,false,defensive third,Successful,Short,Short,Unnamed,12.89,81.81,defensive third,Lateral Pass,False,,true,,,,,,,,,2025-11-05T09:59:39+01:00
evt_0081,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,51,Unnamed,,460,1,716.414881,6.0,true,25.64,83.59,false,defensive third,Successful,Short,Short,Unnamed,30.39,69.33,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:00:23+01:00
evt_0082,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,55,Unnamed,,464,1,719.934639,4.0,true,31.14,66.71,false,defensive third,Successful,Short,Short,Unnamed,23.39,30.7,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T10:00:59+01:00
evt_0083,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,58,Unnamed,,469,1,724.616248,5.0,true,26.64,24.33,false,defensive third,Successful,Short,Short,Unnamed,39.39,6.7,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:01:19+01:00
evt_0084,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,49,Unnamed,,471,1,727.3289,2.0,true,41.14,8.2,false,middle third,Successful,Short,Short,Unnamed,29.14,19.83,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T10:01:37+01:00
evt_0085,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,58,Unnamed,,477,1,733.07193,6.0,true,33.39,17.95,false,defensive third,Unsuccessful,Through Ball,Through Ball,,63.39,37.08,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:02:22+01:00
evt_0086,match_17_sbu_vs_sin,Siniloan Blues,left,Offside,56,Unnamed,,481,1,737.219554,4.0,false,67.89,59.96,true,middle third,,,,,,,,,,,true,,,,,,,,,2025-11-05T10:02:37+01:00
evt_0087,match_17_sbu_vs_sin,San Beda University,right,Pass,41,"Digal, Diegocarl",CB,492,1,748.284366,11.0,true,72.64,68.58,false,defensive third,Successful,Short,Short,"Fernandez, Laurence",76.14,49.83,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T10:03:10+01:00
evt_0088,match_17_sbu_vs_sin,San Beda University,right,Pass,20,"Fernandez, Laurence",RW,495,1,750.735585,3.0,true,74.89,49.83,false,defensive third,Successful,Short,Short,"Aningalan, Jul",71.64,23.2,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:03:26+01:00
evt_0089,match_17_sbu_vs_sin,San Beda University,right,Dribble,15,"Aningalan, Jul",CB,498,1,753.999078,3.0,true,61.89,27.7,false,defensive third,Successful,,,,,,,,,,true,,,,,,,,,2025-11-05T10:03:43+01:00
evt_0090,match_17_sbu_vs_sin,San Beda University,right,Pass,15,"Aningalan, Jul",CB,501,1,756.795283,3.0,true,63.89,14.2,false,defensive third,Successful,Short,Short,"Fernandez, Laurence",73.14,41.96,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T10:04:01+01:00
evt_0091,match_17_sbu_vs_sin,San Beda University,right,Pass,20,"Fernandez, Laurence",RW,505,1,760.624318,4.0,true,74.89,43.83,false,defensive third,Successful,Short,Short,"Digal, Diegocarl",76.89,75.71,defensive third,Lateral Pass,False,,true,,,,,,,,,2025-11-05T10:04:17+01:00
evt_0092,match_17_sbu_vs_sin,San Beda University,right,Pass,41,"Digal, Diegocarl",CB,510,1,766.234297,5.0,true,69.14,75.71,false,defensive third,Unsuccessful,Long,Long,,36.39,69.33,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:04:44+01:00
evt_0093,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,48,Unnamed,,517,1,772.857531,7.0,true,5.14,60.71,false,defensive third,Successful,Short,Short,Unnamed,9.39,77.58,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:05:03+01:00
evt_0094,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,53,Unnamed,,521,1,777.490122,4.0,true,11.64,83.59,false,defensive third,Successful,Short,Short,Unnamed,26.64,92.59,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:05:22+01:00
evt_0095,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,51,Unnamed,,523,1,779.251291,2.0,true,21.64,91.09,false,defensive third,Successful,Short,Short,Unnamed,29.39,61.83,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:05:58+01:00
evt_0096,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,55,Unnamed,,526,1,782.402681,3.0,true,33.89,59.21,false,defensive third,Successful,Short,Short,Unnamed,28.39,30.33,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T10:06:17+01:00
evt_0097,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,58,Unnamed,,529,1,785.070175,3.0,true,23.89,32.2,false,defensive third,Successful,Short,Short,Unnamed,27.39,52.46,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:06:36+01:00
evt_0098,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,55,Unnamed,,533,1,788.925685,4.0,true,33.39,46.08,false,defensive third,Successful,Short,Short,Unnamed,29.14,26.2,defensive third,Back Pass,False,,true,,,,,,,,,2025-11-05T10:06:57+01:00
evt_0099,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,58,Unnamed,,536,1,791.78393,3.0,true,33.64,28.08,false,defensive third,Successful,Short,Short,Unnamed,37.14,6.33,defensive third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:07:14+01:00
evt_0100,match_17_sbu_vs_sin,Siniloan Blues,left,Pass,49,Unnamed,,538,1,794.179255,2.0,true,40.89,7.08,false,middle third,Successful,Short,Short,Unnamed,58.89,5.58,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:07:42+01:00
evt_0101,match_17_sbu_vs_sin,San Beda University,right,Interception,42,"Barro, Harvy",CDM,540,1,796.285977,2.0,false,60.14,15.33,false,defensive third,,,,,,,,,,,true,,,,,,,,,2025-11-05T10:08:12+01:00
evt_0102,match_17_sbu_vs_sin,San Beda University,right,Pass,15,"Aningalan, Jul",CB,543,1,798.804439,3.0,true,66.39,18.33,false,defensive third,Successful,Short,Short,"Barro, Harvy",53.14,19.45,middle third,Forward Pass,False,,true,,,,,,,,,2025-11-05T10:08:32+01:00
